Naziv,Cijena,Link,Izvor
LAPTOP DELL VOSTRO 3525 15.6' RYZEN 3 5425U/8GB/256GB SSD 5Y5B,540.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-dell-vostro-3525-156-ryzen-3-5425u-8gb-256gb-ssd-5y5b.html,Tehnomax
LAPTOP ACER PREDATOR HELIOS 300 PH317-56-70PS NH.QGQEX.004,2263.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-ph317-56-70ps-nhqgqex004.html,Tehnomax
LAPTOP ASUS VIVOBOOK X1502ZA-BQ512 I5-1235U/8G/512,504.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-x1502za-bq512.html,Tehnomax
LAPTOP ASUS STRIX G15 G513RM-LN397,1699.2,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-g513rm-ln397-r7-6800h-16g-1t-rtx3060.html,Tehnomax
LAPTOP ASUS TUF GAMING F15 FX506LHB-HN324,899.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-fx506lhb-hn324.html,Tehnomax
LAPTOP GIGABYTE G5 I5-12500H 16GB 512GB GEFORCE RTX 3050 NOT21059,1098.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-gigabyte-g5-i5-12500h-16gb-512gb-geforce-rtx-3050-not21059.html,Tehnomax
LAPTOP GIGABYTE G5 ME I5-12500H/16GB/512GB/RTX 3050 TI,1129.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-gigabyte-g5-me-156-144hz-i5-12500h-16g-512g-rtx-3050-ti.html,Tehnomax
LAPTOP GIGABYTE G5 GE 144HZ I5/8GB/512GB/RTX 3050,899.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-gigabyte-g5-ge-156-144hz-i5-12500h-8gb-512-rtx-3050.html,Tehnomax
LAPTOP HP VICTUS GAMING 15-FB0051NM 7H311EA,747.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-victus-15-fb0051nm-7h311ea.html,Tehnomax
LAPTOP ACER NITRO 5 AN515-46-R5NK NH.QH1EX.003,2133.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-nitro-an515-46-r5nk-nhqh1ex003.html,Tehnomax
LAPTOP ACER ASPIRE 3 A315-24P-R26R NX.KDEEX.00B,531.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-24p-r26r-nxkdeex00b.html,Tehnomax
LAPTOP ACER ASPIRE 3 A315-24P-R8D1 NX.KDEEX.00U,585.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a31a315-24p-r8d1-nxkdeex00u.html,Tehnomax
LAPTOP HP OMEN 17-CK1010NM 7H5U9EA,3555.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-omen-17-ck1010nm-i9-12gen-32g-2t-rtx3080ti-7h5u9ea.html,Tehnomax
LAPTOP HP VICTUS 15-FA0040NM 6M559EA,796.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-victus-15-fa0040nm-6m559ea.html,Tehnomax
LAPTOP HP OMEN 16-N0006NM 6M5R7EA,1890.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-omen-16-n0006nm-r7-16gb-1tb-rtx3060-w11-6m5r7ea.html,Tehnomax
LAPTOP ASUS  ROG ZEPHYRUS DUO 16 GX650PY-NM010X,5040.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-16-gx650py-nm010x-r9-32g-2tb-rtx4090w11p.html,Tehnomax
LAPTOP HP OMEN 16-K0004NM 6M5Q1EA,1723.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-omen-16-k0004nm-6m5q1ea.html,Tehnomax
LAPTOP ASUS ROG ZEPHYRUS DUO 16 GX650PZ-NM014X,4499.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-zephirus-gx650pz-nm014x-r9-32g-1t-rtx4080-w11.html,Tehnomax
LAPTOP ACER PREDATOR HELIOS PH16-71-9310 NH.QJSEX.007,3213.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-ac-ph16-71-9310-predator-helios-nhqjsex007.html,Tehnomax
LAPTOP ASUS UX582ZW-OLED-H941X I9/32/1T/3070TI/WIN11,3465.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-ux582zw-oled-h941x-i9-32-1t-3070ti-win11_21089.html,Tehnomax
LAPTOP GIGABYTE G5 GE  KF 15.3' 144HZ I5-12500H 8GB 512GB RTX 3050,810.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-gigabyte-g5-ge-kf-153-144hz-i5-12500h-8gb-512gb-rtx-3050.html,Tehnomax
MACBOOK PRO 14 APPLE SILVER/M3/8C/10C GPU/8GB/512GB-ZEE MR7J3ZE/A,2210.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-pro-14-apple-silver-m3-8c-10c-gpu-8gb-512gb-zee-mr7j3ze-a.html,Tehnomax
LAPTOP HP PAV X360 14-DY0004NM I3-1125G4/8G/512,720.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-pav-x360-14-dy0004nm-i3-1125g4-8g-512.html,Tehnomax
LAPTOP ACER NITRO 5 AN515-46-R17V NH.QGXEX.007 + DUB-M810 USB-C HUB,1197.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-nitro-5-an515-46-r17v-nhqgxex007-dub-m810-usb-c-hub.html,Tehnomax
LAPTOP ACER AN517-41-R0AG NITRO NH.QBHEX.00E+DUB M810 (USB-C HUB),1579.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-an517-41-r0ag-nitro-nhqbhex00edub-m810-usb-c-hub.html,Tehnomax
LAPTOP ACER A315-24P-R8D1 NX.KDEEX.00U+DUB-M810 (USB-C HUB),567.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-24p-r8d1-nxkdeex00udub-m810-usb-c-hub.html,Tehnomax
LAPTOP ACER ASPIRE A315-58-51D4,432.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-aspire-a315-58-51d4.html,Tehnomax
"LAPTOP ASUS ZENBOOK 14"" UM3402YAR-OLED-KM521W R5-7530U/16/512/W11H + DUB D-LINK USB",1089.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-zenbook-14-um3402yar-oled-km521w-r5-7530u-16-512-w11h-dub-d-link-usb.html,Tehnomax
LAPTOP ASUS VIVOBOOK PRO K6502VU-OLED-MA531X + DUB-M810,1759.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-pro-k6502vu-oled-ma531x-dub-m810.html,Tehnomax
LAPTOP ASUS VIVOBOOK GO 15 X1504VA-BQ522,702.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-go-15-x1504va-bq522.html,Tehnomax
LAPTOP ACER A515-57-70TD NX.KN4EX.00H+DUB-M810,854.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a515-57-70td-nxkn4ex00hdub-m810.html,Tehnomax
LAPTOP ACER A515-57-538V NX.KN4EX.00C + DUB-M810,719.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a515-57-538v-nxkn4ex00c-dub-m810.html,Tehnomax
MACBOOK AIR 13.6 APPLE SPACE GREY/M3/8C GPU/8GB/256GB-ZEE MRXN3ZE/A,1355.29,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-air-136-apple-space-grey-m3-8c-gpu-8gb-256gb-zee-mrxn3ze-a.html,Tehnomax
MACBOOK AIR 13.6 APPLE MIDNIGHT/M3/8C GPU/8GB/256GB-ZEE MRXV3ZE/A,1355.29,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-air-136-apple-midnight-m3-8c-gpu-8gb-256gb-zee-mrxv3ze-a.html,Tehnomax
LAPTOP ASUS G614JU-N3111W I7-13650HX/16G/1T/RTX4050/W11H,1971.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-g614ju-n3111w-i7-13650hx-16g-1t-rtx4050-w11h.html,Tehnomax
LAPTOP ACER A315-44P-R6GG NX.KSJEX.00R,499.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-44p-r6gg-nxksjex00r.html,Tehnomax
LAPTOP ASUS VIVOBOOK PRO K6502VU-OLED-MA931X,2016.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-pro-k6502vu-oled-ma931x.html,Tehnomax
LAPTOP ASUS EXPERTBOOK B5602FBA-OLED-UI73D0X,1683.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-expertbook-b5602fba-oled-ui73d0x.html,Tehnomax
LAPTOP ASUS VIVOBOOK X1505VA-OLED-L521,828.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-x1505va-oled-l521.html,Tehnomax
LAPTOP ASUS VIVOBOOK 15 X1504VA-NJ799,522.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-15-x1504va-nj799.html,Tehnomax
LAPTOP ACER SFX14-71G-707H NX.KEVEX.00A,1755.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-sfx14-71g-707h-nxkevex00a.html,Tehnomax
"LAPTOP ACER ASPIRE A315-59-75PU, NX.K6VEX.00C",805.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-aspire-a315-59-75pu-nxk6vex00c.html,Tehnomax
LAPTOP ACER NITRO AN17-41-R2LT NH.QL1EX.00D,1512.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-nitro-an17-41-r2lt-nhql1ex00d.html,Tehnomax
LAPTOP ACER PH16-71-956T NH.QJREX.008,2700.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-ph16-71-956t-nhqjrex008.html,Tehnomax
LAPTOP ACER A315-44P-R9TA NX.KSJEX.019,499.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-44p-r9ta-nxksjex019.html,Tehnomax
LAPTOP ACER A515-57-70TD NX.KN4EX.00H,774.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a515-57-70td-nxkn4ex00h.html,Tehnomax
LAPTOP HP PAV. 14-DV1039NM I5-1155G7/8G/256 634N4EA,625.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-pav-14-dv1039nm-i5-1155g7-8g-256-634n4ea.html,Tehnomax
LAPTOP ACER A515-57-538V NX.KN4EX.00C,670.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a515-57-538v-nxkn4ex00c.html,Tehnomax
"LAPTOP HP 15S-EQ2160NM R5-5500 16GB 512, 8C9R2EA",506.7,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15s-eq2160nm-r5-5500-16gb-512-8c9r2ea.html,Tehnomax
LAPTOP HP 15-FC0037NM R3-7320U 8G512 8D6M9EA,468.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15-fc0037nm-r3-7320u-8g512-8d6m9ea.html,Tehnomax
LAPTOP HP 15-FC0036NM R3-7320U 8GB 512GB 8D6M8EA,481.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15-fc0036nm-r3-7320u-8gb-512gb-8d6m8ea.html,Tehnomax
LAPTOP NITRO ACER AN517-55-77SU NITRO NH.QLGEX.00D,1395.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-nitro-acer-an517-55-77su-nitro-nhqlgex00d.html,Tehnomax
"LAPTOP HP 250 G9 I3-1215U 8G512,6S7B3EA",441.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-250-g9-i3-1215u-8g5126s7b3ea.html,Tehnomax
LAPTOP ACER PREDATOR HELIOS NEO PHN16-72-91PQ NH.QREEX.009,2295.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-predator-helios-neo-phn16-72-91pq-nhqreex009.html,Tehnomax
LAPTOP ASUS VIVOBOOK K3604VA-OLED-L731W+DUB-M810,1440.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-k3604va-oled-l731wdub-m810.html,Tehnomax
LAPTOP ACER EX215-55-57QP NX.EGYEX.00R+TORBA MS NOTE D100,575.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-ex215-55-57qp-nxegyex00rtorba-ms-note-d100.html,Tehnomax
LAPTOP ASUS UX7602ZM-OLED-ME951X I9-12900H/32G/2T/3060/W11P,3599.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-ux7602zm-oled-me951x-i9-12900h-32g-2t-3060-w11p.html,Tehnomax
"LAPTOP ASUS E1504FA-NJ319 R5-7520U/16G/512G 15.6""",517.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-e1504fa-nj319-r5-7520u-16g-512g-156.html,Tehnomax
LAPTOP ASUS VIVOBOOK X1504ZA-NJ903,598.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-vivobook-x1504za-nj903.html,Tehnomax
LAPTOP ACER EX215-55-57QP NX.EGYEX.00R,567.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-ex215-55-57qp-nxegyex00r.html,Tehnomax
LAPTOP ACER A315-44P-R450 NX.KSJEX.014+TORBA,469.8,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-44p-r450-nxksjex014torba.html,Tehnomax
LAPTOP HP 250 G9 I3 1215U/8GB/256 6F1Z7EA,395.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-250-g9-i3-1215u-8gb-256-6f1z7ea.html,Tehnomax
LAPTOP ASUS X1505VA-MA437 OLED I713-700H/16G/512G,846.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-x1505va-ma437-oled-i713-700h-16g-512g.html,Tehnomax
LAPTOP ASUS K3400PA OLED KM511,809.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-k3400pa-oled-km511.html,Tehnomax
LAPTOP DELL VOSTRO 3591 i5-1135G7/8GB/256GB SSD/IRIS NOT01841,629.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-dell-vostro-3510-156-fhd-i5-1135g7-8gb-256gb-ssd-intel-iris-xe-crni-5y5b-mis.html,Tehnomax
LAPTOP GIGABYTE G5 KD-52EE123SD,1296.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-gigabyte-g5-kd-52ee123sd.html,Tehnomax
LAPTOP ASUS EXPERTBOOK B1500CEAE-EJ0270R,539.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-b1500ceae-ej0270r-w10p.html,Tehnomax
LAPTOP ACER PH315-54-732Y NH.QC1EX.007,1710.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-ph315-54-732y-nhqc1ex007.html,Tehnomax
LAPTOP ACER SWIFT 3 SF314-43-R3BC NX.AB1EX.00U,629.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-sf314-43-r3bc.html,Tehnomax
LAPTOP HP 250 G8 3V5N7EA,529.2,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-250-g8-i3-1115g4-8gb-256gb-w10h-3v5n7ea.html,Tehnomax
LAPTOP HP 15S-FQ3009NM 4Q630EA,351.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15s-fq3009nm-4q630ea.html,Tehnomax
LAPTOP DELL VOSTRO 5502 I5-1135G7/8GB/256GB/IRIS,679.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-dell-vostro-5502-156-fhd-i5-1135g7-8gb-256gb-ssd-intel-iris-xe-backlit-sivi.html,Tehnomax
MACBOOK AIR 13.6 APPLE SPACE GREY/M2/8C GPU/8GB/256GB-ZEE MLXW3ZE/A,999.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-air-136-apple-space-grey-m2-8c-gpu-8gb-256gb-zee-mlxw3ze-a.html,Tehnomax
MACBOOK AIR 13.6 APPLE SILVER/M2/8C GPU/8GB/256GB-ZEE MLXY3ZE/A,999.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-air-136-apple-silver-m2-8c-gpu-8gb-256gb-zee-mlxy3ze-a.html,Tehnomax
LAPTOP ACER SWIFT 1 SF114-34-P1W8 NX.A77EX.00H,479.7,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-sf114-34-p1w8-nxa77ex00h.html,Tehnomax
MACBOOK PRO 13.3 APPLE SL/M2/8C CPU/10C GPU/8GB/256GB-ZEE MNEP3ZE/A,1598.82,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-pro-133-apple-sl-m2-8c-cpu-10c-gpu-8gb-256gb-zee-mnep3ze-a.html,Tehnomax
LAPTOP ASUS VIVOBOOK X515EA-BQ311,468.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-asus-x515ea-bq311.html,Tehnomax
LAPTOP HP 15S-FQ2041NM 434D4EA,360.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15s-fq2041nm-i3-11-4-256-434d4ea.html,Tehnomax
LAPTOP DELL VOSTRO 3525 AMD RYZEN 5 5625U/8GB/512GB NOT20089,580.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-dell-vostro-3525-156-fhd-120hz-amd-ryzen-5-5625u-8gb-512gb-ssd-not20089.html,Tehnomax
LAPTOP LENOVO IDEAPAD GAMING 3 15ARH7 82SB00CWYA,1170.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-lenovo-ideapad-gaming-3-15arh7-82sb00cwya.html,Tehnomax
LAPTOP HP VICTUS 15-FB0015NM 6M4P5EA,900.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-viktus-15-fb0015nm-6m4p5ea.html,Tehnomax
LAPTOP HP 15S-FQ2025NM 2R2R8EA,539.1,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-15s-fq2025nm-2r2r8ea.html,Tehnomax
LAPTOP LENOVO IDEAPAD GAMING 3 15IHU6 82K101CDYA,828.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-lenovo-ideapad-gaming-3-15ihu6-82k101cdya.html,Tehnomax
LAPTOP ACER ASPIRE 3 A315-43-R9D5 NX.K7UEX.014,526.5,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-acer-a315-43-r9d5-nxk7uex014.html,Tehnomax
"LAPTOP LENOVO IDEAPAD SLIM 3 16ABR8 16"" IPS RYZEN 7 7730U/16GB/512GB/RADEON GRAPHICS",558.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-lenovo-ideapad-slim-3-16abr8-16-ips-ryzen-7-7730u-16gb-512gb-radeon-graphics.html,Tehnomax
"UX8406CA-QL075W, 14""/FHD/H Core Ultra 7/32G/1TB/W11H/INT/GRY/2Y",2109.07,https://tehnomax.me/racunari-i-komponente/laptop-racunari/ux8406ca-ql075w-14-fhd-h-core-ultra-7-32g-1tb-w11h-int-gry-2y.html,Tehnomax
"NOT AC ANV15-41-R7ET, NH.QSGEX.008",1073.31,https://tehnomax.me/racunari-i-komponente/laptop-racunari/not-ac-anv15-41-r7et-nhqsgex008.html,Tehnomax
MACBOOK PRO 14 APPLE SILVER/M4 PRO/14C/20C GPU/24GB/1TB MX2F3ZE/A,3240.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-pro-14-apple-silver-m4-pro-14c-20c-gpu-24gb-1tb-mx2f3ze-a.html,Tehnomax
"FA507UI-HQ029, 15,6""/QHD/R 9 8945H/32GB/S1TB/RTX 4070-8GB/DOS/RGY/2Y",2067.64,https://tehnomax.me/racunari-i-komponente/laptop-racunari/fa507ui-hq029-156-qhd-r-9-8945h-32gb-s1tb-rtx-4070-8gb-dos-rgy-2y.html,Tehnomax
"ANV15-41-R5H1, 15,6/FHD/Ryzen 5 6600H/16GB/S512GB/RTX2050/DOS/BLK/2Y",827.31,https://tehnomax.me/racunari-i-komponente/laptop-racunari/anv15-41-r5h1-156-fhd-ryzen-5-6600h-16gb-s512gb-rtx2050-dos-blk-2y.html,Tehnomax
"ANV15-41-R12K, 15,6""/FHD/Ryzen7 7735HS/16GB/S512GB/RTX4060/DOS/BLK/2Y",1241.62,https://tehnomax.me/racunari-i-komponente/laptop-racunari/anv15-41-r12k-156-fhd-ryzen7-7735hs-16gb-s512gb-rtx4060-dos-blk-2y.html,Tehnomax
LAPTOP DELL VOSTRO 3520 15.6' FHD 120HZ I3-1215U/512GB NOT23899,378.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-dell-vostro-3520-156-fhd-120hz-i3-1215u-512gb-not23899.html,Tehnomax
MACBOOK PRO 14 APPLE SILVER/M4/10C/10C GPU/16GB/1TB MW2X3ZE/A,2385.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/macbook-pro-14-apple-silver-m4-10c-10c-gpu-16gb-1tb-mw2x3ze-a.html,Tehnomax
LAPTOP HP PROBOOK 455 G10 R5-7530/15GB/512GB AK9Q3AT,585.0,https://tehnomax.me/racunari-i-komponente/laptop-racunari/laptop-hp-probook-455-g10-r5-7530-15gb-512gb-ak9q3at.html,Tehnomax
